katottg;latitude;longitude
UA01120230010087373;45.5008333;33.6113889
UA01120230020092043;45.5138889;33.6288889
UA01120230030070871;45.4972222;33.5594444
UA01120250010072262;45.3633333;34.0283333
UA01120250020033707;45.3888889;34.1186111
UA01120250030074316;45.3875000;34.1391667
UA01120270010073116;45.4977778;34.2950000
UA01120270020019874;45.5044444;34.3391667
UA01120290000065834;45.2861100;33.9958300
UA01120290010067104;45.2866667;33.9955556
UA01120290020059454;45.2969444;34.0191667
UA01120290030063471;45.3238889;33.9708333
UA01120290040089289;45.2980556;33.8988889
UA01120290050080880;45.2908333;33.9733333
UA01120290060042592;45.3116667;33.9125000
UA01120310000043492;45.7194400;33.9416700
UA01120310010037778;45.7194444;33.9416667
UA01120310020022965;45.7677778;33.9208333
UA01120330010071244;45.2700000;34.0466667
UA01120330020087078;45.2827778;34.0705556
UA01120330030085735;45.3152778;34.0236111
UA01120350000099339;45.4500000;34.2930600
UA01120350010035670;45.4500000;34.2936111
UA01120350020018841;45.4416667;34.3416667
UA01120350030054785;45.4816667;34.3500000
UA01120370010031313;45.2727778;34.4477778
UA01120370020040076;45.2800000;34.5386111
UA01120370030018490;45.2491667;34.4797222
UA01120390010034579;45.4250000;34.4477778
UA01120390020020127;45.4372222;34.5138889
UA01120390030019556;45.4019444;34.4502778
UA01120390040076540;45.4638889;34.5472222
UA01120390050020573;45.4583333;34.4813889
UA01120390060046431;45.4263889;34.5205556
UA01120390070090486;45.4136111;34.4908333
UA01120410010024530;45.2891667;34.1255556
UA01120430000029864;45.6555600;33.9486100
UA01120430010064667;45.6550000;33.9488889
UA01120430020086867;45.6661111;33.9780556
UA01120450010067665;45.5763889;34.1000000
UA01120450020046393;45.6069444;34.0833333
UA01120450030089787;45.5486111;34.1416667
UA01120470000018432;45.5847200;33.6291700
UA01120470010026487;45.5847222;33.6291667
UA01120470020026343;45.6538889;33.6558333
UA01120490000019004;45.7430600;34.0638900
UA01120490010024701;45.7427778;34.0641667
UA01120490020086311;45.7680556;34.0300000
UA01120490030038940;45.7791667;34.0763889
UA01120510000062733;45.3205556;34.2594444
UA01120510010099982;45.3205556;34.2594444
UA01120510020025621;45.3226833;34.3398778
UA01120510030045481;45.3005556;34.2805556
UA01120510040036954;45.3250000;34.2000000
UA01120510050068718;45.3405556;34.2902778
UA01120510060095778;45.3091667;34.3769444
UA01120530010010780;45.7150000;33.8566667
UA01120530020047198;45.7394444;33.8788889
UA01120530030024544;45.6900000;33.8888889
UA01120530040079914;45.7027778;33.8838889
UA01120550010052250;45.5022222;34.2816667
UA01120550020093218;45.5200000;34.2916667
UA01120550030096474;45.4808333;34.0000000
UA01120550040077742;45.4738889;34.1258333
UA01120550050020398;45.4694444;34.0819444
UA01120550060067883;45.4694444;34.2372222
UA01120550070021634;45.4963889;34.2336111
UA01120550080057314;45.5350000;34.2969444
UA01120570000080989;45.3500000;34.1833300
UA01120570010069563;45.3500000;34.1833333
UA01120570020049393;45.3572222;34.3263889
UA01120570030032946;45.2916667;34.2000000
UA01120590010022913;45.7805556;33.8463889
UA01120590020093442;45.7572222;33.8658333
UA01120590030097799;45.7536111;33.8116667
UA01120610010027665;45.3519444;34.3527778
UA01120610020090511;45.3902778;34.3558333
UA01120610030011007;45.4238889;34.2816667
UA01120610040067279;45.3894444;34.3877778
UA01120630000081449;45.5708300;33.7875000
UA01120630010055684;45.5702778;33.7875000
UA01120650000017606;45.3694400;33.9527800
UA01120650010027802;45.3700000;33.9522222
UA01120650020013056;45.4352778;34.0080556
UA01120670010047507;45.6511111;33.7747222
UA01120670020066511;45.7013889;33.6538889
UA01120690000073011;45.4958300;33.6986100
UA01120690010062071;45.4961111;33.6983333
UA01120690020028665;45.4977778;33.7330556
UA01120690030075472;45.5002778;33.7991667
UA01120710010046113;45.5100000;33.9336111
UA01120710020089108;45.4761111;33.9338889
UA01120710030065657;45.4366667;33.8897222
UA01120730000091001;45.4305600;34.2180600
UA01120730010097333;45.4306250;34.2184639
UA01120730020016013;45.4041667;34.2222222
UA01120730030075789;45.4208333;34.1208333
UA01120730040081045;45.3894444;34.3877778
UA01140010010085478;46.1072222;33.6933333
UA01140030010020087;45.5775000;33.3458333
UA01140030020030519;45.5777778;33.2661111
UA01140030030021614;45.5677778;33.3075000
UA01140050010066335;45.7833333;33.5500000
UA01140050020083377;45.8380556;33.6166667
UA01140050030059366;45.7763889;33.5238889
UA01140070010077365;45.8322222;33.9213889
UA01140070020013868;45.7888889;33.9083333
UA01140070030024577;45.8133333;33.8672222
UA01140090010070275;45.9616667;33.9541667
UA01140090020075006;45.9344444;33.8950000
UA01140090030080337;45.9422222;33.9183333
UA01140090040055106;45.9513889;33.8925000
UA01140110010027792;45.8708333;33.9972222
UA01140110020035292;45.9008333;34.0194444
UA01140130010048917;45.5091667;33.5125000
UA01140130020080258;45.5850000;33.5333333
UA01140130030036373;45.5508333;33.5013889
UA01140130040046388;45.5400000;33.5233333
UA01140150000038992;45.8197222;33.7930556
UA01140150010051344;45.8197222;33.7930556
UA01140150020086716;45.8452778;33.7925000
UA01140150030092363;45.8563889;33.7186111
UA01140150040034953;45.8005556;33.7544444
UA01140170000028225;45.9222200;33.8250000
UA01140170010094325;45.9222222;33.8250000
UA01140170020029545;45.9825000;33.8388889
UA01140170030089842;45.9236111;33.7727778
UA01140170040067452;45.9480556;33.8266667
UA01140190000072370;45.6902800;33.5277800
UA01140190010079098;45.6894444;33.5272222
UA01140190020085883;45.6597222;33.5733333
UA01140190030093348;45.6919444;33.4711111
UA01140190040040716;45.7272222;33.4538889
UA01140190050099684;45.7319444;33.5194444
UA01140210010043866;45.9930556;34.0291667
UA01140210020023039;46.0352778;33.9983333
UA01140210030087040;46.0161111;33.9405556
UA01140230010018772;45.9675000;33.8002778
UA01140250000078645;45.7194400;33.3902800
UA01140250010091884;45.7191667;33.3894444
UA01140250020046597;45.7655556;33.3908333
UA01140270010093299;45.8630556;34.0513889
UA01140270020023667;45.8888889;34.1138889
UA01140270030050409;45.8394444;34.0438889
UA01140270040093954;45.8750000;34.0847222
UA01140290010020365;45.8669444;33.8902778
UA01140290020056348;45.8613889;33.9400000
UA01140290030074929;45.8630556;33.8794444
UA01140310010018492;45.4416667;33.5975000
UA01140310020079468;45.4613889;33.5719444
UA01140330000091055;45.8125000;33.9736100
UA01140330010098387;45.8125000;33.9738889
UA01140330020061136;45.7780556;34.0022222
UA01140330030056116;45.8350000;33.9602778
UA01140330040030806;45.7938889;34.0016667
UA01140350000069297;45.9916700;33.7666700
UA01140350010079585;45.9916667;33.7666667
UA01140350020071084;46.0497222;33.7550000
UA01140370010073159;45.7694400;33.4861100
UA01140390010086003;45.7850000;33.6613889
UA01140390020042377;45.7577778;33.7027778
UA01140390030015170;45.7347222;33.6791667
UA01140390040074065;45.7941667;33.6727778
UA01140390050055293;45.7694444;33.6180556
UA01140390060030524;45.7738889;33.6833333
UA01140410010070940;45.6377778;33.4994444
UA01140410020060112;45.6111111;33.4194444
UA01140410030093054;45.6186111;33.3583333
UA01140410040080443;45.6680556;33.3722222
UA01140410050023606;45.6466667;33.4380556
UA01140410060084384;45.5505556;33.4155556
UA01140430000075398;45.7194400;33.2388900
UA01140430010024974;45.7197222;33.2391667
UA01140430020090203;45.6966667;33.1672222
UA01140430030049083;45.6416667;33.2627778
UA01140430040075534;45.7502778;33.2338889
UA01140450010094515;45.7266667;33.3205556
UA01140450020042157;45.7515750;33.2663944
UA01140470010036053;45.9597222;33.7708333
UA01140470020085617;46.0263889;33.6944444
UA01140470030055200;45.9763889;33.7500000
UA01140490010050825;46.0872222;33.6911111
UA01140490020089244;46.1127778;33.6463889
UA01140490030098512;46.1615100;33.6930800
UA01140510000012574;46.0833300;33.7847200
UA01140510010035399;46.0833333;33.7847222
UA01140510020088710;46.0608333;33.8075000
UA01140530000090597;45.7888900;33.4277800
UA01140530010016558;45.7888889;33.4277778
UA01140530020057552;45.8058333;33.4786111
UA01140530030039184;45.8486111;33.4825000
UA01160000000090126;44.9519444;34.1022222
UA01160010010017082;45.1141667;34.0141667
UA01160010020066558;45.1338889;34.0388889
UA01160010030087574;45.0777778;34.0105556
UA01160010040094871;45.1469444;33.9983333
UA01160010050088333;45.0933333;34.0008333
UA01160030010065261;45.0083333;34.0250000
UA01160030020068769;45.0194444;34.0000000
UA01160030030037634;45.0208333;34.0208333
UA01160030040035013;45.0194444;34.0447222
UA01160050010040647;44.8680556;34.2363889
UA01160050020086910;44.8916667;34.1769444
UA01160050030072960;44.8916667;34.1919444
UA01160050040038938;44.8555556;34.2652778
UA01160050050066487;44.8350000;34.2291667
UA01160050060016399;44.9091667;34.1561111
UA01160050070083811;44.8222222;34.2600000
UA01160050080037706;44.8458333;34.3233333
UA01160050090017522;44.9000000;34.1638889
UA01160050100058930;44.7988889;34.3416667
UA01160050110076863;44.9013889;34.1791667
UA01160050120056641;44.8402778;34.3469444
UA01160070010014491;45.0402778;34.2219444
UA01160070020023446;45.0930556;34.2430556
UA01160070030044847;45.0583333;34.2552778
UA01160070040048434;45.1283333;34.1936111
UA01160070050082340;45.1150000;34.2358333
UA01160070060067336;45.0758333;34.2025000
UA01160070070034238;45.0972222;34.1986111
UA01160090000041883;45.1763900;33.9972200
UA01160090010034864;45.1758333;33.9966667
UA01160090020043354;45.1769444;33.9097222
UA01160090030095056;45.2027778;33.9683333
UA01160110010027097;44.9444444;33.7883333
UA01160110020073480;44.9044444;33.7800000
UA01160110030037913;44.9300000;33.7152778
UA01160130010099163;45.0044444;34.2530556
UA01160130020090645;44.9805556;34.2530556
UA01160130030059545;44.9775000;34.2727778
UA01160130040025597;44.9519444;34.2880556
UA01160130050059701;44.9527778;34.2952778
UA01160150010037397;44.9652778;33.6083333
UA01160150020084580;44.9822222;33.7361111
UA01160150030010327;45.0116667;33.7377778
UA01160150040096564;45.0041667;33.7544444
UA01160150050044256;45.0163889;33.7819444
UA01160150060093263;44.9733333;33.6961111
UA01160150070097471;45.0327778;33.6933333
UA01160170010078411;44.9811111;34.0647222
UA01160170020084908;44.9944444;34.0430556
UA01160170030060671;45.0000000;34.0444444
UA01160190010020251;45.0041667;34.0541667
UA01160190020082364;45.0491667;34.0819444
UA01160210010014654;45.1988889;34.0975000
UA01160210020036845;45.1786111;34.0875000
UA01160210030095454;45.2075000;34.1500000
UA01160230000038562;44.9916667;33.8347222
UA01160230010065696;44.9919444;33.8347222
UA01160250010059349;45.1136111;34.0636111
UA01160250020086150;45.1394444;34.0958333
UA01160250030083715;45.0833333;34.0861111
UA01160270000031825;44.9250000;34.0583333
UA01160270010018181;44.9263889;34.0588889
UA01160270020058138;45.0083333;33.9625000
UA01160270030068753;44.9388889;34.0222222
UA01160270040096015;44.8869444;34.1030556
UA01160270050021546;44.8288889;34.0616667
UA01160270060099372;44.8183333;34.0436111
UA01160270070018697;44.8644444;34.1505556
UA01160270080070599;44.9569444;33.9597222
UA01160270090077958;44.8550000;34.1219444
UA01160270100083154;44.9144444;34.0416667
UA01160270110050146;44.9033333;34.0972222
UA01160270120020262;44.9011111;34.1061111
UA01160270130020658;44.8333333;34.0888889
UA01160270140043751;44.8850000;34.1680556
UA01160270150069505;44.8430556;34.1008333
UA01160270160033794;44.8866667;34.1380556
UA01160290010050215;44.9347222;33.8713889
UA01160290020056939;44.9425000;33.8461111
UA01160290030045491;44.9227778;33.9008333
UA01160290040017009;44.9461111;33.8125000
UA01160310010068632;45.0455556;33.9544444
UA01160310020029754;45.0369444;33.9166667
UA01160310030049792;45.0430556;33.9138889
UA01160310040076450;45.0688889;33.9402778
UA01160310050087625;45.0083333;33.9397222
UA01160310060069167;45.1161111;33.9144444
UA01160330010074014;44.9483760;34.1000390
UA01160330020049936;45.0186111;34.0544444
UA01160350010079466;45.0750000;33.8211111
UA01160350020021446;45.0222222;33.8319444
UA01160350030042156;45.1000000;33.8569444
UA01160350040087184;45.0511111;33.8252778
UA01160370010053019;44.9916667;34.2011111
UA01160370020097798;44.9986111;34.1708333
UA01160370030050672;45.0125000;34.1380556
UA01160370040097304;44.9277778;34.2761111
UA01160370050015079;44.9250000;34.2236111
UA01160370060045296;44.8972222;34.2916667
UA01160370070010006;44.9375000;34.2547222
UA01160370080037828;44.9444444;34.1638889
UA01160370090052202;45.0030556;34.1458333
UA01160390010015370;45.0480556;34.0002778
UA01160390020017551;45.0305556;34.0138889
UA01160410010049134;45.0583333;34.1236111
UA01160410020039145;45.0388889;34.1638889
UA01160430000017281;44.8805556;34.0444445
UA01160430010045645;44.8808333;34.0452778
UA01160430020068239;44.8930556;33.9486111
UA01160430030099202;44.8711111;34.0416667
UA01160430040095784;44.9197222;33.9744444
UA01160430050063168;44.9011111;34.0255556
UA01160430060037503;44.8866667;33.9916667
UA01160430070031770;44.8972222;34.0666667
UA01160450000039927;45.1986111;34.0500000
UA01160450010063268;45.1988889;34.0508333
UA01160450020043736;45.2030556;34.0202778
UA01160450030039525;45.1636111;34.0152778
UA01160450040063067;45.1986110;34.0658330
UA01160470010018047;45.0591250;33.9062861
UA01180010010045412;45.1097222;35.0986111
UA01180010020057744;45.0958333;35.1291667
UA01180010030069825;45.0722222;35.1111111
UA01180010040084557;45.1166667;35.1416667
UA01180030010063144;45.0966667;35.4313889
UA01180030020052759;45.0944444;35.3805556
UA01180050010069858;44.8555556;34.8786111
UA01180070010098796;45.1638889;35.3777778
UA01180070020082957;45.1266667;35.3986111
UA01180090010097351;45.0183333;34.9722222
UA01180090020095987;44.9736111;34.9819444
UA01180090030013395;45.0513889;34.9930556
UA01180110010062166;44.8875000;34.9902778
UA01180110020019983;44.9402778;34.9555556
UA01180130010096516;45.4847222;35.0597222
UA01180130020011862;45.4819444;34.9861111
UA01180150000021839;45.1319400;35.2166700
UA01180150010048826;45.1313889;35.2163889
UA01180150020096147;45.0930556;35.2444444
UA01180150030024130;45.1130556;35.2102778
UA01180150040075509;45.1625000;35.2430556
UA01180150050067727;45.1111111;35.1991667
UA01180170010085072;45.3277778;34.8083333
UA01180170020044087;45.2958333;34.7833333
UA01180190000061627;45.1236100;34.9902800
UA01180190010054761;45.1236111;34.9902778
UA01180190020035578;45.1730556;35.0313889
UA01180210000051057;45.2500000;35.0670000
UA01180210010090494;45.2444444;35.0680556
UA01180210020067373;45.2180556;35.0277778
UA01180210030085723;45.2402778;35.0186111
UA01180210040099594;45.1805556;35.0527778
UA01180210050052768;45.2027778;35.0958333
UA01180210060054005;45.1961111;35.0336111
UA01180210070059621;45.2527778;35.0263889
UA01180230010088856;45.2255556;35.2033333
UA01180250010028527;44.9615500;35.2466000
UA01180250020034315;45.0000000;35.2194444
UA01180270010015769;45.1833333;34.9166667
UA01180270020052223;45.2166667;34.8816667
UA01180270030037292;45.2083333;34.8291667
UA01180290000010395;45.3167000;34.9500000
UA01180290010047709;45.3152778;34.9472222
UA01180290020049689;45.3227778;34.8947222
UA01180290030034578;45.3319444;34.8694444
UA01180290040060419;45.2861111;35.0013889
UA01180310000020688;45.0972200;34.9569400
UA01180310010099618;45.0966667;34.9575000
UA01180310020039942;45.1736111;35.0319444
UA01180310030056790;45.0638889;34.9305556
UA01180310040051773;45.1194444;34.8916667
UA01180330010093684;44.8783333;34.8480556
UA01180330020010446;44.8916667;34.8180556
UA01180350010011441;44.8305556;34.8013889
UA01180350020034816;44.8794444;34.7908333
UA01180370010068561;45.0458333;35.2958333
UA01180370020044453;45.0569444;35.3305556
UA01180370030078808;45.0277778;35.3166667
UA01180370040030485;45.0263889;35.3402778
UA01180370050086783;45.0125000;35.2791667
UA01180370060093473;45.0486111;35.3402778
UA01180370070014489;45.0000000;35.2875000
UA01180390010053319;45.4416667;34.9861111
UA01180390020091012;45.4025000;34.9083333
UA01180410010055787;44.8291667;34.9127778
UA01180430010021718;44.9633333;35.3552778
UA01180450000076517;45.1458300;35.1527800
UA01180450010024439;45.1458333;35.1527778
UA01180450020060067;45.1377778;35.1072222
